# The audit baseline (tools/match/auditbaseline.py): what the name and comment audit of EA
# game code checked, fingerprinted at git tag audit-baseline-1 (every game function audited, 100%).
# baseline tag: audit-baseline-1
# One row per game function (kind fn) and per game source file (kind file: the comments outside
# functions, e.g. the unit header). audited_on: exact = the audit read byte-matching C; draft = it
# read our non-exact draft C (re-check the comments once the function matches). comments_sha /
# code_sha: hashes of the comments and of the comment-free code as audited. Not covered: struct
# field comments in headers (phase 3) and the names of globals, types, fields and parameters.
kind	address	unit	file	name	audited_on	tier	decision	comments	comments_sha	code_sha
fn	800380A8	GoPostFx	src/GoPostFx.c	fn_800380A8	exact	-	unnamed	0	da39a3ee5e6b	18a5da6963bd
fn	80038128	GoPostFx	src/GoPostFx.c	fn_80038128	exact	-	unnamed	2	95647f8efa1e	2beb8a6fa214
fn	800382E0	GoPostFx	src/GoPostFx.c	fn_800382E0	exact	-	unnamed	1	f4de77c488c8	10692599dff0
fn	80038314	GoPostFx	src/GoPostFx.c	fn_80038314	exact	-	unnamed	2	27f129212481	b390651e6929
fn	800383A8	GoPostFx	src/GoPostFx.c	fn_800383A8	exact	-	unnamed	1	e196ae4b9792	5220663b1015
fn	80038438	GoPostFx	src/GoPostFx.c	fn_80038438	exact	-	unnamed	2	00a63629d542	240dfbca3bc7
fn	80038624	GoPostFx	src/GoPostFx.c	fn_80038624	exact	-	unnamed	1	ba554c5d4ac6	9e9a3d7b408e
fn	800386F0	GoPostFx	src/GoPostFx.c	fn_800386F0	exact	-	unnamed	1	dd4e24695870	ce20de1a1c00
fn	80038724	GoPostFx	src/GoPostFx.c	fn_80038724	exact	-	unnamed	2	72e8996fe20e	62d87d3f3b6f
fn	80038968	GoPostFx	src/GoPostFx.c	fn_80038968	exact	-	unnamed	1	cc14b645a556	e56cae99310d
fn	800389C0	GoPostFx	src/GoPostFx.c	fn_800389C0	exact	-	unnamed	1	8a2654f365e0	f24f039c2f19
fn	80038A2C	GoPostFx	src/GoPostFx.c	fn_80038A2C	exact	-	unnamed	1	dd1f7945dd7b	c66b4eb53320
fn	80038A6C	GoPostFx	src/GoPostFx.c	fn_80038A6C	exact	-	unnamed	1	317e0636a36c	d0116ffbb933
fn	80038A90	GoPostFx	src/GoPostFx.c	fn_80038A90	exact	-	unnamed	5	fdd8830fcb04	8ee178a299e6
fn	80038E7C	GoPostFx	src/GoPostFx.c	fn_80038E7C	exact	-	unnamed	3	c4ee75e11d09	dc0f70f41ca6
fn	800390CC	GoPostFx	src/GoPostFx.c	fn_800390CC	exact	-	unnamed	2	46b3a1550ab7	eddc4a5df649
fn	800392D0	GoPostFx	src/GoPostFx.c	fn_800392D0	exact	-	unnamed	1	f4de77c488c8	4747d29233b0
fn	80039344	GoPostFx	src/GoPostFx.c	fn_80039344	exact	-	unnamed	1	c35619aa5ff0	b4852e7525aa
fn	80039358	GoPostFx	src/GoPostFx.c	fn_80039358	exact	-	unnamed	2	2c9bf5400e69	3238bde4fa90
fn	8001371C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001371C	exact	-	unnamed	1	ad8f7402689c	fdfce073ea92
fn	800137B0	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_800137B0	exact	-	unnamed	0	da39a3ee5e6b	38db95d174a9
fn	800137D0	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_800137D0	exact	-	unnamed	0	da39a3ee5e6b	5a39e2a89f92
fn	80013808	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013808	exact	-	unnamed	3	1f66eaaaef3f	a65b9df16ea3
fn	80013950	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	RC_vUpdateRenderCtxScreenMatricesAndInfo	exact	T1	kept	4	4f3b024a9c9e	e9e4aebb5118
fn	80013CCC	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013CCC	exact	-	unnamed	0	da39a3ee5e6b	319cc3566ccc
fn	80013D58	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013D58	exact	-	unnamed	0	da39a3ee5e6b	ae5d1a666861
fn	80013D5C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013D5C	exact	-	unnamed	0	da39a3ee5e6b	cf6ce2cef3a0
fn	80013D68	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013D68	exact	-	unnamed	0	da39a3ee5e6b	b5e9af71873a
fn	80013D9C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013D9C	exact	-	unnamed	1	777cd73acbed	b975103519d2
fn	80013DD0	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013DD0	exact	-	unnamed	0	da39a3ee5e6b	3ace33ea1b79
fn	80013E28	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013E28	exact	-	unnamed	0	da39a3ee5e6b	c92822f0ab15
fn	80013E30	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013E30	exact	-	unnamed	0	da39a3ee5e6b	bcbcce871e5f
fn	80013E38	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013E38	exact	-	unnamed	0	da39a3ee5e6b	0d2716910a3f
fn	80013E40	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013E40	exact	-	unnamed	0	da39a3ee5e6b	9705424bd410
fn	80013E48	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013E48	exact	-	unnamed	1	bbfe894114c5	2afb1ef2c2da
fn	80013EA0	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013EA0	exact	-	unnamed	1	78dc92203921	07a7f5d6e2c3
fn	80013EEC	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80013EEC	exact	-	unnamed	2	ebc22cc1e09d	f39b4172aff8
fn	800140E8	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_800140E8	exact	-	unnamed	0	da39a3ee5e6b	36296d53b6ba
fn	80014118	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014118	exact	-	unnamed	0	da39a3ee5e6b	3721f9323ff3
fn	80014134	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014134	exact	-	unnamed	0	da39a3ee5e6b	d0fabe8f01d8
fn	8001413C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001413C	exact	-	unnamed	0	da39a3ee5e6b	1044a4c9756c
fn	80014144	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014144	exact	-	unnamed	0	da39a3ee5e6b	dd7d357f1fcc
fn	8001414C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001414C	exact	-	unnamed	0	da39a3ee5e6b	85be593f228b
fn	80014154	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014154	exact	-	unnamed	0	da39a3ee5e6b	f8d1bbed3d92
fn	8001415C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001415C	exact	-	unnamed	0	da39a3ee5e6b	e9f818573f18
fn	80014164	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014164	exact	-	unnamed	0	da39a3ee5e6b	78b939083493
fn	8001416C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001416C	exact	-	unnamed	0	da39a3ee5e6b	5abe2baf2bd2
fn	80014174	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014174	exact	-	unnamed	0	da39a3ee5e6b	e120cdfc4993
fn	8001417C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001417C	exact	-	unnamed	0	da39a3ee5e6b	60cf0f0e18f8
fn	80014184	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014184	exact	-	unnamed	0	da39a3ee5e6b	ea0f94a6c99f
fn	8001418C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001418C	exact	-	unnamed	0	da39a3ee5e6b	2b8830e3ec65
fn	80014194	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014194	exact	-	unnamed	2	76cd2193b27a	dcdba70520e1
fn	800141CC	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_800141CC	exact	-	unnamed	1	1097dccd8996	57586787f899
fn	800141F8	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_800141F8	exact	-	unnamed	2	3c689afb067f	7b4896f5fd52
fn	8001425C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001425C	exact	-	unnamed	0	da39a3ee5e6b	c014cc26556b
fn	80014268	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014268	exact	-	unnamed	0	da39a3ee5e6b	23083362ce8a
fn	80014270	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014270	exact	-	unnamed	0	da39a3ee5e6b	888b0abe2486
fn	80014278	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014278	exact	-	unnamed	0	da39a3ee5e6b	72cea27846dc
fn	80014280	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014280	exact	-	unnamed	0	da39a3ee5e6b	8b7b7c0ead8e
fn	800142A4	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_800142A4	exact	-	unnamed	0	da39a3ee5e6b	aeb4b90870bf
fn	800142AC	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_800142AC	exact	-	unnamed	1	1f3864d7a0a5	2575640437e3
fn	80014300	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_80014300	exact	-	unnamed	1	b6e51789799c	6616702fd06a
fn	8001437C	GoRenderCtx_Gc	src/GoRenderCtx_Gc.c	fn_8001437C	exact	-	unnamed	0	da39a3ee5e6b	934dc1681e0a
fn	8002F1D4	GoRenderSurface	src/GoRenderSurface.c	fn_8002F1D4	exact	-	unnamed	1	cf08b2677010	0b6fe0cd6b78
fn	8002F260	GoRenderSurface	src/GoRenderSurface.c	fn_8002F260	exact	-	unnamed	2	6fadea486417	6b9c4ae32da6
fn	8002F32C	GoRenderSurface	src/GoRenderSurface.c	fn_8002F32C	exact	-	unnamed	1	dd7b65dfd8dc	5e6121f711a5
fn	8002F38C	GoRenderSurface	src/GoRenderSurface.c	fn_8002F38C	exact	-	unnamed	2	478391e735b0	7e33c8a3d55b
fn	8002F454	GoRenderSurface	src/GoRenderSurface.c	fn_8002F454	exact	-	unnamed	0	da39a3ee5e6b	ab5358e97897
fn	8002F480	GoRenderSurface	src/GoRenderSurface.c	fn_8002F480	exact	-	unnamed	1	756b208cef8b	ecfbc0cf4d82
fn	80097208	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_80097208	exact	-	unnamed	0	da39a3ee5e6b	7d306e6a604b
fn	80097250	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_80097250	exact	-	unnamed	0	da39a3ee5e6b	6f90fbdfbd8c
fn	8009727C	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_8009727C	exact	-	unnamed	1	815bba0feeaf	08c02f3f8739
fn	80097330	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_80097330	exact	-	unnamed	2	5424d3dca0f5	515e211813b4
fn	80097474	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_80097474	exact	-	unnamed	2	03f41830c5cb	63e235e814f9
fn	800975B0	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_800975B0	exact	-	unnamed	1	983202dfa6cc	99d687f7865d
fn	800975FC	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_800975FC	exact	-	unnamed	1	f01f5b97e156	8e7460953d22
fn	80097624	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_80097624	exact	-	unnamed	1	3283d0b5892f	a8c98fc8b599
fn	80097688	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_80097688	exact	-	unnamed	0	da39a3ee5e6b	71a4e7c3ec6b
fn	80097694	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_80097694	exact	-	unnamed	1	8e6696b79197	1a139e482eef
fn	800976A8	GoShaderObjectCommon_MorphAnimManager_Gc	src/GoShaderObjectCommon_MorphAnimManager_Gc.c	fn_800976A8	draft	-	unnamed	2	0b474293d26f	16c3bfa52895
fn	80073878	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80073878	exact	-	unnamed	1	6ad43ecaef74	424e3931658f
fn	800738DC	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_800738DC	exact	-	unnamed	7	64011587c789	3ec6ead57466
fn	800740F4	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_800740F4	exact	-	unnamed	4	6d876099d189	455945e5745b
fn	80074628	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80074628	draft	-	unnamed	6	d5c8c07c33f7	904966aa9b2c
fn	80074A24	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80074A24	exact	-	unnamed	3	a537f250bcef	3c3ec3548ee3
fn	80074BE0	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80074BE0	exact	-	unnamed	3	30899238185b	c2433d1e10cd
fn	80074CEC	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80074CEC	exact	-	unnamed	1	0d76084abafb	7c46fa8ef9ba
fn	80074CF4	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80074CF4	exact	-	unnamed	2	b8354bc1cdf4	1a42c693e28d
fn	80074DA8	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80074DA8	exact	-	unnamed	7	6417740a03ab	3da5b967e141
fn	8007524C	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_8007524C	exact	-	unnamed	0	da39a3ee5e6b	bfb50cbc942f
fn	80075250	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80075250	exact	-	unnamed	2	c5fe1acc9459	8fcef7c913f7
fn	8007525C	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_8007525C	exact	-	unnamed	0	da39a3ee5e6b	827e14dbead2
fn	80075268	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80075268	exact	-	unnamed	0	da39a3ee5e6b	fc611729a7b6
fn	80075274	GoShaderObjectCommon_ShaderObjectsData_Gc	src/GoShaderObjectCommon_ShaderObjectsData_Gc.c	fn_80075274	exact	-	unnamed	0	da39a3ee5e6b	1387f110691c
fn	80076B7C	GoShaderObjectCommon_TexAnimManager_Gc	src/GoShaderObjectCommon_TexAnimManager_Gc.c	fn_80076B7C	exact	-	unnamed	1	d8c0f3bec5fd	2ee88b079f3b
fn	80076BC4	GoShaderObjectCommon_TexAnimManager_Gc	src/GoShaderObjectCommon_TexAnimManager_Gc.c	fn_80076BC4	exact	-	unnamed	1	6fac20dc164d	843277f3f670
fn	80076BF0	GoShaderObjectCommon_TexAnimManager_Gc	src/GoShaderObjectCommon_TexAnimManager_Gc.c	fn_80076BF0	exact	-	unnamed	1	ee39bc949b8d	95a4e7a19460
fn	80076C20	GoShaderObjectCommon_TexAnimManager_Gc	src/GoShaderObjectCommon_TexAnimManager_Gc.c	fn_80076C20	exact	-	unnamed	3	782780cf5b26	c70eb2b4faaa
fn	80076D68	GoShaderObjectCommon_TexAnimManager_Gc	src/GoShaderObjectCommon_TexAnimManager_Gc.c	fn_80076D68	exact	-	unnamed	1	6424582ca552	1057f2934817
fn	80076E18	GoShaderObjectCommon_TexAnimManager_Gc	src/GoShaderObjectCommon_TexAnimManager_Gc.c	fn_80076E18	exact	-	unnamed	1	bd4068730bae	1aa24d3372c9
fn	80076E24	GoShaderObjectCommon_TexAnimManager_Gc	src/GoShaderObjectCommon_TexAnimManager_Gc.c	fn_80076E24	exact	-	unnamed	1	c0c59c88c026	cb552c647e1e
fn	8006F650	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006F650	draft	-	unnamed	6	54cb1ebe759c	3f79bee039ad
fn	8006FB10	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FB10	exact	-	unnamed	3	fe1efe69354a	07dea96199c8
fn	8006FBF8	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FBF8	exact	-	unnamed	3	f02e16cea754	40d53417096a
fn	8006FCC4	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FCC4	exact	-	unnamed	2	96ffb8284dc4	b96281d78347
fn	8006FCC8	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FCC8	exact	-	unnamed	0	da39a3ee5e6b	f7f87a002ede
fn	8006FCCC	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FCCC	exact	-	unnamed	0	da39a3ee5e6b	d54f5efe414f
fn	8006FCD4	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FCD4	exact	-	unnamed	0	da39a3ee5e6b	1d193e233c10
fn	8006FCD8	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FCD8	exact	-	unnamed	0	da39a3ee5e6b	702fe1b56f79
fn	8006FCDC	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FCDC	exact	-	unnamed	3	00f90ae94b3c	945d8f7c0192
fn	8006FDCC	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FDCC	exact	-	unnamed	0	da39a3ee5e6b	15f5725eb501
fn	8006FDD0	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FDD0	exact	-	unnamed	0	da39a3ee5e6b	1787019a0f7a
fn	8006FDD4	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FDD4	draft	-	unnamed	2	c6a01eb714f5	c41ab2bab8da
fn	8006FE44	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FE44	exact	-	unnamed	1	5a301f467173	ff78c62f74a6
fn	8006FED4	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FED4	exact	-	unnamed	1	f4de77c488c8	e7ec31ec2276
fn	8006FF08	GoShaderObjectContainer_OBFData_Gc	src/GoShaderObjectContainer_OBFData_Gc.c	fn_8006FF08	exact	-	unnamed	0	da39a3ee5e6b	f64ff475ef79
fn	80097F44	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	_StartGlowStrip	exact	T1	renamed	2	e6a81e2d7cd7	4fb27ef3b6bb
fn	80098004	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	_EndGlowStrip	exact	T1	renamed	1	d84a40db7f76	260c90c420b5
fn	8009809C	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	_CreateRing	exact	T1	renamed	3	e14017ece3a0	a94c6ea265c7
fn	800981D0	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_800981D0	draft	-	unnamed	3	440b241baeba	18644e11b0d3
fn	80098350	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_80098350	exact	-	unnamed	0	da39a3ee5e6b	8979d6ad38fc
fn	80098408	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_80098408	draft	-	unnamed	8	4f270cba39d2	cdf89aab5081
fn	800985FC	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_800985FC	exact	-	unnamed	1	e4e613bcf840	371b65293bc3
fn	80098740	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	GlowsRenderData_InitModule	exact	T1	renamed	0	da39a3ee5e6b	994ac87ad642
fn	800987D4	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	GlowsRenderData_CloseModule	exact	T1	renamed	1	b38eb9485d02	7d6c181d1e11
fn	80098844	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_80098844	exact	-	unnamed	0	da39a3ee5e6b	326acc9d4493
fn	80098848	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_80098848	exact	-	unnamed	0	da39a3ee5e6b	34315452e521
fn	8009884C	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_8009884C	exact	-	unnamed	0	da39a3ee5e6b	8eb4f3d58450
fn	80098884	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_80098884	exact	-	unnamed	0	da39a3ee5e6b	7e96fec6129b
fn	800988A0	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_800988A0	exact	-	unnamed	0	da39a3ee5e6b	0b9d7b7f349f
fn	800988B8	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_800988B8	exact	-	unnamed	0	da39a3ee5e6b	af4cbe48c800
fn	800988CC	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	fn_800988CC	exact	-	unnamed	0	da39a3ee5e6b	fdb4e026c6d7
fn	800988D8	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	ColGlow_InitModule	exact	T1	renamed	0	da39a3ee5e6b	cc04833772e8
fn	80098910	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	ColGlow_CloseModule	exact	T1	renamed	0	da39a3ee5e6b	1f680e79b13e
fn	80098938	GoShaderObject_Glows_Gc	src/GoShaderObject_Glows_Gc.c	ColGlow_RenderAllGlowInCurrentList	exact	T1	renamed	3	afd1e8022130	ebf0b13836a0
fn	80120298	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	SD_vShaderObject_Grass_Type_Init	exact	T1	kept	1	55912c1b2fcb	f21c1484d13c
fn	801202D0	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	SD_vShaderObject_Grass_Type_Close	exact	T1	kept	0	da39a3ee5e6b	010d5d8fd53f
fn	801202F8	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	SD_vShaderObject_Grass_Type_SetParameters	exact	T1	kept	0	da39a3ee5e6b	c9c0fb77c764
fn	80120304	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	SD_vShaderObject_Grass_Static_Init	draft	T1	kept	10	4cf4e8ff0c73	e148409b97f4
fn	80120A40	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_vAddVerts	exact	T1	kept	1	159eb885614f	a0cfa840d32b
fn	80120A90	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_iEndPacket	exact	T1	kept	1	1185262967cb	329a8d5ceb7d
fn	80120AB4	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	fn_80120AB4	exact	-	unnamed	2	bd12e5d03edb	6c6291452739
fn	80120B6C	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_vFlushRow	exact	T1	kept	1	30001b4ce62b	7aa3058c5181
fn	80120BA0	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_vAddVert	exact	T1	kept	1	e3cd61e07f60	12d6d456b659
fn	80120C2C	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	fn_80120C2C	exact	-	unnamed	2	95abeaebc24d	5d6947649616
fn	80120D68	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_pGetNextAvailableVertSlot	exact	T1	kept	0	da39a3ee5e6b	6b96faa9d947
fn	80120D74	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_vSetNewRow	exact	T1	kept	1	34ec100aff32	427ccc03169f
fn	80120D8C	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_vBeginPacket	exact	T1	kept	1	222d1ea79d26	10ac9455d8bf
fn	80120DD0	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	GrassPacket_vSetBuffer	exact	T1	kept	1	8155ee638b5d	52db33647fea
fn	80120DF8	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	SD_vShaderObject_Grass_Static_Close	exact	T1	kept	1	79741ab97a48	5ba4af17a29d
fn	80120E24	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	SD_vSetGrassParamsOnce	exact	T1	kept	3	a14c6ff53f72	d3eb74942450
fn	80120F74	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	SD_vShaderObject_Grass_Static_Render	draft	T1	kept	5	4ff0f5c7e5dd	1895e2f01081
fn	801213F0	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	fn_801213F0	exact	-	unnamed	2	895cc85a6e96	676914ed06da
fn	801213F4	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	fn_801213F4	exact	-	unnamed	0	da39a3ee5e6b	e654b915c0e6
fn	80121404	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	fn_80121404	exact	-	unnamed	0	da39a3ee5e6b	be0cf3d9d712
fn	8012141C	GoShaderObject_Grass_Gc	src/GoShaderObject_Grass_Gc.c	fn_8012141C	exact	-	unnamed	0	da39a3ee5e6b	3657ba8c1a51
fn	8009414C	GoShaderObject_Particle_Gc	src/GoShaderObject_Particle_Gc.c	fn_8009414C	exact	-	unnamed	1	00bf1acc3295	c87c542e3740
fn	80094214	GoShaderObject_Particle_Gc	src/GoShaderObject_Particle_Gc.c	fn_80094214	exact	-	unnamed	0	da39a3ee5e6b	25c1a16f57e0
fn	80094274	GoShaderObject_Particle_Gc	src/GoShaderObject_Particle_Gc.c	fn_80094274	exact	-	unnamed	0	da39a3ee5e6b	4016e3f5732e
fn	80094278	GoShaderObject_Particle_Gc	src/GoShaderObject_Particle_Gc.c	fn_80094278	exact	-	unnamed	0	da39a3ee5e6b	0ef269302dcd
fn	8009428C	GoShaderObject_Particle_Gc	src/GoShaderObject_Particle_Gc.c	fn_8009428C	exact	-	unnamed	2	27d8de2b58c3	6b2d02b29177
fn	800944F8	GoShaderObject_Particle_Gc	src/GoShaderObject_Particle_Gc.c	fn_800944F8	exact	-	unnamed	2	0afc9b3ef26b	3c580b7e3ddf
