address	unit	tw07_name	tw07_file	line	score	conf	evidence
800EE810	GameModeDriverPGATour	GameModeDriverPGATour::GetPotentialLead	GameModeDriver_PGATour.cpp	3006	8	low	calls:2 GM_PgaTourSim_GetBestOpponentPlayoffHoleScore,GM_PgaTourSim_; size x1.6
800EFAD0	GameModeDriverPGATour	GameModeDriverPGATour::AdvanceEvent	GameModeDriver_PGATour.cpp	3329	4	low	calls:1 GameModeDriverPGATour_GetEventOnOrAfter; size x2.9
800F009C	GameModeDriverPGATour	Free	system.cpp	1679	3	low	size x1.4; gap 1/3
800F00F8	GameModeDriverPGATour	SetJobScheduler	system.cpp	1688	3	low	size x1.0; gap 2/3
800F018C	GameModeDriverPGATour	SetAssertHandler	system.cpp	1697	3	low	size x1.4; gap 3/3
800F0E3C	GameModeDriverRTE	GameModeDriverRTE::UI_GetCalendarInitialDate	GameModeDriver_RealTimeEvents.cpp	75	4	low	calls:1 GameModeDriverRTE_GetCurrentDate; size x2.1
800F0EB4	GameModeDriverRTE	GameModeDriverRTE::GetEventData	GameModeDriver_RealTimeEvents.cpp	258	4	low	calls:1 GameModeDriverRTE_GetCalData; size x1.8
800F0FBC	GameModeDriverRTE	GameModeDriverRTE::UI_GetEventIconIndexInDetails	GameModeDriver_RealTimeEvents.cpp	1539	4	low	calls:1 GameModeDriverRTE_GetCalData; size x1.5
800F1008	GameModeDriverRTE	GM_RealtimeMode_GetEventInfoByDate	GameModeDriver_RealTimeEvents.cpp	1691	4	low	calls:1 GameModeDriverRTE_GetCalData; size x2.4
800F15AC	GameModeReplay	GameModeReplay::SetupNextGolfer	GameMode_Replay.cpp	83	16	med	calls:4 GOLFERSTATE_Switch,Mem_cpy,Physics_DropBall,Physics_InitBall; size x1.6
800F81FC	GameMode2	GameModeSkins::SetupNextGolfer	GameMode_Skins.cpp	84	4	low	calls:1 GOLFERSTATE_Set; size x2.0
800F9100	GameMode2	GameModeSkins::EndGame	GameMode_Skins.cpp	583	4	low	calls:1 GM_Earnings_AwardMoney; size x1.7
800FCCF0	GameMode8	STATEFUNC_ShowYardageUpdate	stateFunc.c	4478	4	low	calls:1 GOLFERSTATE_Switch; size x1.3
800FD8D0	GameMode8	GameModeSkillZoneTarget::UpdateDisplayInfoNormal	GameMode_SkillZoneTarget.cpp	125	8	low	calls:2 sprintf,strcpy; size x1.9
800FE3FC	GameModeStableford	GameModeStableford::GetHonors	GameMode_Stableford.cpp	193	4	low	calls:1 GameModeStableford_PlayerDoneHole; size x1.4
800FE7EC	GameModeStableford	GameModeStableford::HoleFinished	GameMode_Stableford.cpp	353	4	low	calls:1 GameModeStableford_PlayerDoneHole; size x1.2
800FF7DC	GameModeStroke	GameModeStroke::SetupNextGolfer	GameMode_Stroke.cpp	87	4	low	calls:1 GOLFERSTATE_Set; size x1.4
800FFDB8	GameModeStroke	GameModeStroke::AwardWinnings	GameMode_Stroke.cpp	468	4	low	calls:1 GM_Earnings_AwardMoney; size x1.6
801037F8	FE_CrAPDB	FE_CrAP_InitModule	FE_CrAPDB.c	639	5	low	file:fe_crapdb.c; callers:1 GO_vInitFE; size x2.8
80104398	FE_CrAPDB	TWCharResMan::CalcWorstCaseBuffers	FE_twCharResMan.cpp	4051	4	low	calls:1 strcmp; size x1.0
80104F68	FE_CrAPDB	FE_CrAP_GetTriggerAnims	FE_CrAPDB.c	909	6	low	callers:2 FE_CrAP_TurnOnAsset,FE_CrAP_TurnOnPart; size x1.4
8010645C	FE_CrAPDB	FE_CrAP_GetColorNameFromID	FE_CrAPDB.c	3546	10	med	str:1 'NONE'; size x3.1
801070F4	FE_CrAPDB	GenericActor_AddTextureSubstitution	GenericActor.cpp	1133	4	low	calls:1 strcpy; size x2.1
80109514	FE_CrAPMessages	GM_vCRAPCreatingLogo	FE_CrAPMessages.c	641	4	low	calls:1 memset; size x1.4
8010ADA4	LLDynTex	AptActionInterpreter::getContext	AptActionInterpreter.cpp	536	4	low	calls:1 memcpy; size x1.8
8010B0C0	LLDynTex	CharModelMgrCharacterInstance::Init	twChar.cpp	1482	4	low	calls:1 memset; size x1.0
8010B1D4	LLDynTex	AptActionInterpreter::getName	AptActionInterpreter.cpp	1131	4	low	calls:1 memcpy; size x3.2
8010B2A8	LLDynTex	CharModelMgrCharacterInstance::UncullMesh	twChar.cpp	2105	4	low	calls:1 memcpy; size x1.6
8010E890	FE_PGATourMessages	GameModeSkillZoneTarget::UpdateDisplayInfoTrainingChallenge	GameMode_SkillZoneTarget.cpp	173	8	low	calls:2 sprintf,strcpy; size x1.5
8010FAF4	FE_LogoDesign	FE_LogoDesign_SetCurUserLogoData	FE_LogoDesign.c	380	4	low	calls:1 Mem_cpy; size x1.8
8010FF9C	DiscCheck	ExecuteLine	tiger_module_lua.cpp	296	4	low	calls:1 strlen; size x1.1
801102AC	DiscCheck	CharTintDefDB::LoadFromStream	twChar.cpp	256	4	low	calls:1 memcpy; size x1.7
801104AC	hwsBurn	Create	RNATexturePlat.cpp	210	4	low	calls:1 memset; size x1.1
801111E8	hwsBurn	Create	RNATexturePlat.cpp	335	4	low	calls:1 memcpy; size x1.8
80112B34	hwsOverride_Gc	Destroy	RNATexturePlat.cpp	416	4	low	calls:1 memset; size x1.3
80117600	PGATourSimulation	GetEntrantMCPtr	PGATourSimulation.c	354	8	low	callers:3 GM_PgaTourSim_AdvanceField,GM_PgaTourSim; size x5.3
80117628	PGATourSimulation	GetEntrantNonMCPtr	PGATourSimulation.c	369	10	low	callers:4 GM_PgaTourSim_AdvanceField,GM_PgaTourSim; size x7.2
801178C8	PGATourSimulation	GM_PgaTourSim_SimRound	PGATourSimulation.c	599	9	low	calls:3 GM_PgaTourSim_SimAdjustEntrantScores,GetEntrantNonMCPtr,Misc; size x8.2
80117BF4	PGATourSimulation	GM_PgaTourSim_PassEntrant	PGATourSimulation.c	1146	4	low	calls:1 GetEntrantMCPtr; size x1.8
80117C50	PGATourSimulation	GM_PgaTourSim_CutEntrant	PGATourSimulation.c	1166	4	low	calls:1 GetEntrantMCPtr; size x1.7
80117CB8	PGATourSimulation	CommitEntrantRoundScore	PGATourSimulation.c	1186	8	low	calls:2 GetEntrantMCPtr,GetEntrantNonMCPtr; size x1.8
80117E98	PGATourSimulation	GM_PgaTourSim_SimTournamentWinner	PGATourSimulation.c	1307	12	med	calls:3 CalcScoreRankingsIfDirty,GetEntrantMCPtr,Misc_RandFunc; size x2.3
801180C4	PGATourSimulation	GM_PgaTourSim_CheckEndOfTournamentAward	PGATourSimulation.c	1418	4	low	calls:1 Misc_RandFunc; size x1.2
80118664	PGATourSimulation	GM_PgaTourSim_GetNumEntrants	PGATourSimulation.c	1674	9	low	callers:3 GM_PgaTourSim_AdvanceField,GM_PgaTourSim; size x3.8
80118710	PGATourSimulation	GM_PgaTourSim_GetStatValString	PGATourSimulation.c	1723	6	low	callers:2 UIStatsRankings_GetIndStatsRow,UIStatsRa; size x2.1
80118E68	PGATourSimulation	GM_PgaTourSim_GetStatRankFromGolferID	PGATourSimulation.c	2443	10	med	calls:1 CalcAllStatsIfDirty; callers:2 UIStatsRankings_GetIndStatsRow,UIStatsRa; size x2.4
80118EBC	PGATourSimulation	GM_PgaTourSim_GetStatValueFromGolferID	PGATourSimulation.c	2459	10	med	calls:1 CalcAllStatsIfDirty; callers:2 UIStatsRankings_GetIndStatsRow,UIStatsRa; size x1.8
80118F10	PGATourSimulation	GM_PgaTourSim_GetGolferIDFromStatRow	PGATourSimulation.c	2469	7	low	calls:1 CalcAllStatsIfDirty; callers:1 UIStatsRankings_GetIndStatsRow; size x1.9
80118F60	PGATourSimulation	GM_PgaTourSim_IsLeaderForStat	PGATourSimulation.c	2480	4	low	calls:1 CalcAllStatsIfDirty; size x1.8
8011908C	PGATourSimulation	GM_PgaTourSim_IsEntrantUser	PGATourSimulation.c	2561	7	low	calls:1 GetEntrantMCPtr; callers:1 GM_PgaTourSim_SimTournamentWinner; size x2.0
801190D8	PGATourSimulation	GM_PgaTourSim_GetScoreRankFromEntrantID	PGATourSimulation.c	2602	4	low	calls:1 CalcScoreRankingsIfDirty; size x2.1
80119118	PGATourSimulation	GM_PgaTourSim_GetGolferIDFromEntrantID	PGATourSimulation.c	2612	6	low	calls:1 GetEntrantMCPtr; callers:1 GameModeDriverPGATour_GetCurrentEventLea; size x4.2
8011913C	PGATourSimulation	GetLastHoleToScore	PGATourSimulation.c	2628	4	low	calls:1 GetEntrantNonMCPtr; size x1.3
801191D0	PGATourSimulation	GM_PgaTourSim_GetTotalScoreFromEntrantID	PGATourSimulation.c	2662	8	low	calls:2 GetEntrantMCPtr,GetEntrantNonMCPtr; size x1.7
8011937C	PGATourSimulation	GM_PgaTourSim_GetRelativeScoreFromEntrantID	PGATourSimulation.c	2721	7	low	calls:1 GetEntrantNonMCPtr; callers:1 GM_PgaTourSim_GetBestOpponentRelativeSco; size x1.9
80119638	PGATourSimulation	GM_PgaTourSim_GetRoundScoreFromEntrantID	PGATourSimulation.c	2836	7	low	calls:2 GetEntrantMCPtr,GetEntrantNonMCPtr; size x0.8
801197A4	PGATourSimulation	GM_PgaTourSim_GetWasCutFromEntrantID	PGATourSimulation.c	2874	4	low	calls:1 GetEntrantMCPtr; size x2.9
801197CC	PGATourSimulation	GM_PgaTourSim_GetEntrantIDFromScoreRow	PGATourSimulation.c	2892	7	low	calls:1 CalcScoreRankingsIfDirty; callers:1 GameModeDriverPGATour_GetCurrentEventLea; size x2.8
8011989C	PGATourSimulation	GM_PgaTourSim_SetUserEntrantHoleStrokes	PGATourSimulation.c	2940	6	low	calls:1 GetEntrantNonMCPtr; callers:1 GM_CheckForBallOOB; size x4.3
801198F8	PGATourSimulation	GM_PgaTourSim_GetEntrantHoleStrokes	PGATourSimulation.c	2974	4	low	calls:1 GetEntrantNonMCPtr; size x2.0
80119934	PGATourSimulation	GM_PgaTourSim_AdvanceField	PGATourSimulation.c	3036	12	med	calls:3 GetEntrantMCPtr,GetEntrantNonMCPtr,Misc_RandFunc; size x1.8
80119A04	PGATourSimulation	GM_PgaTourSim_GetCurrentHoleFromEntrantID	PGATourSimulation.c	3080	4	low	calls:1 GetEntrantNonMCPtr; size x2.4
80119A2C	PGATourSimulation	GM_PgaTourSim_GetLeaderboardWinningsFromEntrantID	PGATourSimulation.c	3094	4	low	calls:1 GetEntrantMCPtr; size x3.2
80119B54	PGATourSimulation	GM_PgaTourSim_SimEntrantScoresOnHole	PGATourSimulation.c	3187	8	low	calls:2 GetEntrantMCPtr,GetEntrantNonMCPtr; size x2.0
80119D78	PGATourSimulation	TotalEntrantHoleScores	PGATourSimulation.c	3268	5	low	calls:1 GetEntrantNonMCPtr; callers:1 GM_PgaTourSim_SimAdjustEntrantScores; size x0.5
80119E28	PGATourSimulation	GM_PgaTourSim_SimAdjustEntrantScores	PGATourSimulation.c	3527	22	high	flt:3; calls:4 GetEntrantMCPtr,GetEntrantNonMCPtr,Misc_RandFunc,TotalEntran; size x1.6
8011A074	PGATourSimulation	GM_PgaTourSim_SimStats	PGATourSimulation.c	3919	8	low	calls:2 GetEntrantMCPtr,GetEntrantNonMCPtr; size x1.9
8011A5F8	PGATourSimulation	GM_PgaTourSim_InitPlayoff	PGATourSimulation.c	3947	7	low	calls:1 GetEntrantNonMCPtr; callers:1 GameModeDriverPGATour_GameFinished; size x2.6
8011A684	PGATourSimulation	GM_PgaTourSim_GetNumPlayoffEntrants	PGATourSimulation.c	3980	10	med	calls:1 GetEntrantNonMCPtr; callers:2 GM_PgaTourSim_SimTournamentWinner,GameMo; size x2.1
8011A6F4	PGATourSimulation	GM_PgaTourSim_EntrantIsInPlayoff	PGATourSimulation.c	4029	10	med	calls:1 GetEntrantNonMCPtr; callers:2 GM_PgaTourSim_SimTournamentWinner,GameMo; size x2.5
8011A720	PGATourSimulation	GM_PgaTourSim_UpdatePlayoffs	PGATourSimulation.c	4069	6	low	calls:1 GetEntrantNonMCPtr; callers:1 GameModeDriverPGATour_GameFinished; size x5.3
8011A7C8	PGATourSimulation	GM_PgaTourSim_GetBestOpponentPlayoffHoleScore	PGATourSimulation.c	4163	13	med	calls:1 GetEntrantNonMCPtr; callers:3 GameModeDriverPGATour_GetCurrentLead,Gam; size x2.8
8011A85C	PGATourSimulation	CalcAllStatsIfDirty	PGATourSimulation.c	4770	5	low	calls:1 CalcAllStats; callers:3 GM_PgaTourSim_GetGolferIDFromStatRow,GM_; size x41.4
8011A890	PGATourSimulation	CalcScoreRankings	PGATourSimulation.c	4781	7	low	calls:1 qsort; callers:1 CalcScoreRankingsIfDirty; size x1.3
8011AAC0	PGATourSimulation	CalcScoreRankingsIfDirty	PGATourSimulation.c	4923	4	low	calls:1 qsort; size x2.7
8011B978	PGATourSimulation	SplitWinnings	PGATourSimulation.c	5429	4	low	calls:1 GetEntrantMCPtr; size x2.4
8011BAD4	PGATourSimulation	GM_PgaTourSim_DistributeWinnings	PGATourSimulation.c	5463	7	low	calls:1 CalcScoreRankingsIfDirty; callers:1 GM_PgaTourSim_SimTournamentWinner; size x1.8
8011BDF8	PGATourSimulation	TournamentRankIncreasing	PGATourSimulation.c	5613	8	low	calls:2 GetEntrantMCPtr,strcmp; size x1.4
8011BF74	PGATourSimulation	TournamentRankIncreasingForCutEntrants	PGATourSimulation.c	5674	8	low	calls:2 GetEntrantMCPtr,strcmp; size x2.3
8011CF64	fe_stats	UIStatsRankings_GetRow	FE_Stats.c	216	16	med	calls:4 GM_PgaTourSim_GetStatRankFromGolferID,GM_PgaTourSim_GetStatV; size x1.7
8011D0A8	fe_stats	UIStatsRankings_GetIndStatsRow	FE_Stats.c	270	24	med	calls:6 GM_PgaTourSim_GetGolferIDFromStatRow,GM_PgaTourSim_GetStatRa; size x1.5
8011E0AC	llrtclock	RTClock_GetDateTimeString	LLRTClock.c	18	10	med	str:1 '%d/%d/%d %d:%02d %s'; size x1.4
80121488	GameMode4Menu	TWCharResMan::FindInResTexList	FE_twCharResMan.cpp	1891	8	low	calls:2 strcmp,strlen; size x1.9
8012168C	GameMode4Menu	TWCharResMan::FreeTextureCache	FE_twCharResMan.cpp	2598	4	low	calls:1 memset; size x2.9
80122FD8	gbacable	newNumMicroMeshesForMesh	twChar.cpp	2235	4	low	calls:1 memcmp; size x1.4
8012645C	GameMode22	GameModeSkillZoneTarget::EndGolferTurn	GameMode_SkillZoneTarget.cpp	276	4	low	calls:1 Physics_InitBall; size x2.3
80127614	SkinBurn	UIGameFace::CacheExistingLogo	UI_GameFace.cpp	4178	4	low	calls:1 memcpy; size x1.2
80129E88	EASBStorage	TWCharResMan_InitModule	FE_twCharResMan.cpp	129	4	low	calls:1 memset; size x1.2
8012B27C	EASBStorage	TWCharResMan::FreeMeshResource	FE_twCharResMan.cpp	1300	4	low	calls:1 memset; size x1.3
8012B4C0	EASBStorage	TWCharResMan::FreeCharacters	FE_twCharResMan.cpp	2629	4	low	calls:1 memset; size x1.8
8012BA58	EASBStorage	ProShopAssetPreviewManager::SetupGlovesCamera	FE_ProShopPreviews.cpp	891	4	low	calls:1 memset; size x2.8
8012BBD8	EASBStorage	ProShopAssetPreviewManager::SetupClubHeadsCamera	FE_ProShopPreviews.cpp	967	4	low	calls:1 memset; size x3.0
8012BD0C	EASBStorage	ProShopAssetPreviewManager::SetupShaftsCamera	FE_ProShopPreviews.cpp	1035	4	low	calls:1 memset; size x2.6
8012C03C	EASBStorage	GFLogoFlowProceed	UI_GameFace.cpp	4152	8	low	calls:2 memcpy,memset; size x1.2
80168FC8	UISApi	TWCharResMan::BurnCharacters	FE_twCharResMan.cpp	2713	4	low	calls:1 memmove; size x1.7
80169590	UISApi	TWCharResMan::CacheAllMeshes	FE_twCharResMan.cpp	3832	4	low	calls:1 memset; size x1.5
8016B6BC	UISScreen	AptStreamSupport::UnloadMovie	uiAptStreamSupport.cpp	1299	3	low	size x2.3; gap 1/2
8016B808	UISScreen	AptStreamSupport::StartPreLoadNow	uiAptStreamSupport.cpp	1326	3	low	size x2.6; gap 2/2
8016B844	UISScreen	CharModelMgrCharacterInstance::BindTexturesToMesh	twChar.cpp	3398	4	low	calls:1 strlen; size x1.5
8016FE1C	Common/SharedFileIO/SharedFileIO	Run	tiger_module_lua.cpp	324	4	low	calls:1 strlen; size x1.2
80170300	Common/SharedFileIO/SharedFileIO	l_realloc	tiger_module_lua.cpp	698	4	low	calls:1 memcpy; size x1.9
8017060C	Common/SharedFileIO/SharedFileIO	AptActionInterpreter::getName2	AptActionInterpreter.cpp	1144	4	low	calls:1 memcpy; size x2.8
801715B8	NGC/SharedFileIO/llSharedFileIO	TWCharResMan::UpdateBlends	FE_twCharResMan.cpp	786	4	low	calls:2 memset,strlen; size x11.0
80171744	NGC/SharedFileIO/llSharedFileIO	TWCharResMan::PostLoadProcess	FE_twCharResMan.cpp	1471	10	low	calls:3 memcpy,memset,strlen; size x6.7
80171ADC	NGC/SharedFileIO/llSharedFileIO	CharModelMgrCharacterInstance::CullMesh	twChar.cpp	2082	6	low	calls:2 memcpy,strlen; size x0.5
80171CB8	NGC/SharedFileIO/llSharedFileIO	TWCharResMan::MakeWorstCaseCharacter	FE_twCharResMan.cpp	4109	10	low	calls:3 memcpy,memset,strlen; size x6.9
80173448	Common/TagFile/TagFile	ImportRawFormat	Table.cpp	2226	8	low	str:1 'NULL != pBuffer'; size x6.2
80173530	Common/TagFile/TagFile	LevelInit	tiger_module_lua.cpp	142	4	low	calls:1 memcpy; size x2.0
80173E34	Common/TagFile/TagFile	UIGameFace::NotifyTattooUpdate	UI_GameFace.cpp	1943	8	low	calls:2 memcpy,memset; size x1.4
